speaker,label,logit,rms,s_along,s_orth,ve12,ve9,rog12,vmean12,vmean0
Ayn Rand,0,5.726381778717041,0.07346722,-9.52295,64.95012,2.1009692333693324,2.1568574451291465,9.0687894821167,2.747793436050415,2.323493480682373
Bernie Sanders,0,4.454917907714844,0.05628737,7.987314,31.801916,2.7320920960293384,2.7389190589504047,10.959419250488281,6.688536167144775,5.198424339294434
Ronald Reagan,0,1.9342374801635742,0.10002195,3.5029688,27.828197,2.864320691886753,2.8040801585699406,10.90029525756836,5.959752082824707,4.4221510887146
Barack Obama,0,8.377878189086914,0.038665403,5.7318954,30.665613,2.839084014792444,2.7495307947913985,10.774330139160156,7.244816780090332,5.275266170501709
Ayn Rand,0,2.8558363914489746,0.069087066,-0.2683964,38.285595,2.7212602459024975,2.759679294294808,10.38255500793457,4.993882656097412,3.83194637298584
Louis Farrakhan,1,9.830672264099121,0.059957333,11.452051,32.1528,2.8107795898636825,2.7854354265880885,10.741941452026367,5.114141464233398,3.8607308864593506
Martin Luther King,1,6.431049823760986,0.117074855,6.467721,30.881186,2.7701314867644564,2.63011887587137,10.6471529006958,5.928667068481445,4.364016056060791
Christopher Hitchens,0,6.105555534362793,0.12904987,4.7631836,28.666842,2.8825933473193195,2.791642663433131,10.570584297180176,7.131601810455322,5.211456298828125
Winston Churchill,1,4.7330217361450195,0.010688868,-11.698659,73.79684,1.9415679309920535,1.8968620785047625,8.542458534240723,2.2093241214752197,1.8378496170043945
Barack Obama,0,5.986677169799805,0.022554383,-1.2678194,42.554512,2.811316630292516,2.715250469059855,10.258918762207031,4.827548980712891,3.841262102127075
Ronald Reagan,0,4.087852478027344,0.10581135,2.2692735,29.566032,2.902318426087358,2.843106699520142,10.766274452209473,6.008677959442139,4.838196754455566
Barack Obama,0,2.492913007736206,0.0018395643,-12.746514,89.053276,1.4958143695287176,1.5385668051377372,7.223001003265381,1.2525492906570435,1.6136308908462524
Donald Trump,0,1.8097167015075684,0.0555644,-10.713835,59.269844,2.251605568632551,2.206765629175085,9.408876419067383,3.2355918884277344,2.7171950340270996
Donald Trump,0,5.253220081329346,0.078195326,3.8745518,26.545536,2.773352429312225,2.662976055774064,10.92573070526123,6.505349636077881,4.777707099914551
Barack Obama,1,2.3793206214904785,0.0007348013,-4.579263,110.373764,1.2756303484013658,1.2407199598059344,5.482178211212158,0.6630951762199402,1.1402617692947388
Donald Trump,0,5.907268524169922,0.032584168,4.8184314,31.169958,2.83330198219398,2.8033905010820312,10.71375846862793,5.572142124176025,4.123709201812744
Orson Welles,1,8.769758224487305,0.01171666,2.5348482,25.149534,2.81552204157225,2.8844215676258127,11.066818237304688,7.126002788543701,4.63465690612793
Bob Ross,1,7.616469383239746,0.013832289,0.30679727,24.555403,2.750236309452527,2.5600873698104034,11.058818817138672,7.6543989181518555,4.99533748626709
Donald Trump,0,6.323410987854004,0.044236533,-2.7767997,49.090107,2.527539919490224,2.5896660121375166,9.913801193237305,4.051061153411865,3.2884361743927
Bill Clinton,0,3.804971218109131,0.040701814,0.12580979,33.049225,2.8436188108594527,2.8453889936847943,10.615615844726562,5.496696949005127,4.22835636138916
Ayn Rand,1,6.704978942871094,0.02961672,6.461799,26.263338,2.711721549386891,2.8256818957339083,11.124993324279785,7.295481204986572,4.82501220703125
Bill Clinton,0,5.749397277832031,0.061318535,6.560295,23.451746,2.8448047593580386,2.723039302128272,11.115808486938477,6.31722354888916,4.629563331604004
Nelson Mandela,1,5.214580059051514,0.08810418,6.812581,33.92863,2.7634462422430257,2.8688355472087648,10.896387100219727,5.556098937988281,4.025833606719971
Winston Churchill,0,5.234018325805664,0.08130008,7.2478075,33.63943,2.7688719676489906,2.595227703677497,10.74531364440918,5.784532070159912,4.496790885925293
Christopher Hitchens,0,3.701939344406128,0.093947075,4.6456175,30.154074,2.774931441714419,2.8651620822933457,10.90816593170166,6.950575351715088,5.140331268310547
Alec Guinness,1,4.321807861328125,0.040188316,5.10612,28.555204,2.7400352292978196,2.6729847433219387,10.824712753295898,4.991774559020996,4.199492454528809
Barack Obama,0,2.885985851287842,0.03166442,-5.2611456,46.578297,2.537254237178688,2.5844374180908596,10.22227668762207,4.544401168823242,3.300248622894287
Bernie Sanders,0,3.896613597869873,0.05519972,-7.383442,52.439278,2.382107792424034,2.4165737192938574,9.92802619934082,3.988452434539795,3.1903958320617676
Donald Trump,0,5.061097145080566,0.050670598,4.7724075,25.551134,2.769080544672069,2.8063370527911693,10.55082893371582,7.085887908935547,4.919046401977539
Mark Zuckerberg,1,5.3548970222473145,0.06048591,5.703953,25.46973,2.7228285839710287,2.6760620188306383,10.977249145507812,8.261436462402344,4.998943328857422
Milton Friedman,1,8.961749076843262,0.02057571,-7.615517,63.259613,2.1684750177945333,2.250748669762162,9.520071983337402,3.5251424312591553,2.325932264328003
Ronald Reagan,0,2.841391086578369,0.028902981,-15.111939,76.458206,1.8261411132439271,1.8278257361390953,8.050532341003418,1.8386046886444092,2.040699005126953
Donald Trump,0,3.2581162452697754,0.031005729,-9.823437,67.70491,2.0790848452447395,2.138499379989942,9.071414947509766,2.467262029647827,2.2886102199554443
Gilbert Gottfried,1,9.995414733886719,0.06821142,8.339888,28.392803,2.7425431260735404,2.7528446914556137,10.84147834777832,5.686367511749268,4.303295135498047
Alec Guinness,1,6.938023567199707,0.029046841,7.030218,30.726454,2.8381843259886046,2.751695340799685,10.679960250854492,5.99061393737793,4.9263997077941895
Bill Clinton,0,6.990610122680664,0.031218652,-3.8757303,52.015182,2.4809533682721905,2.407568613911752,10.020360946655273,3.2555365562438965,2.9778058528900146
Barack Obama,0,8.691888809204102,0.07897576,5.3701725,32.074604,2.8811966693600026,2.81329080335949,10.629007339477539,5.326488018035889,4.446321487426758
Alec Guinness,1,8.81932258605957,0.04291193,5.4193788,27.291908,2.7218328159467653,2.6515842518227464,10.749890327453613,6.694206237792969,5.043163776397705
Bill Clinton,0,4.474484920501709,0.039578415,8.685274,22.18652,2.757738016216332,2.648301528193715,10.909541130065918,6.995821475982666,5.257927894592285
Alec Guinness,1,9.031946182250977,0.018427363,1.188618,29.203672,2.666700004698615,2.5216529410808195,10.853287696838379,6.697849273681641,5.07200813293457
Ayn Rand,0,4.920169830322266,0.11230479,8.989284,26.79282,2.712839248307593,2.8289848733084355,10.958610534667969,7.263345241546631,5.350100994110107
Arnold Schwarzenegger,0,6.7185211181640625,0.020082615,5.9217715,32.12915,2.7100125572244704,2.826677035748334,10.776583671569824,6.381053924560547,4.946414947509766
Winston Churchill,0,8.254864692687988,0.05237758,6.2219925,28.70488,2.7862595463503443,2.7909225476277055,10.874268531799316,6.218008518218994,4.668756484985352
Christopher Hitchens,1,10.156497955322266,0.03469683,4.057034,25.47137,2.6384132338029103,2.7386391254296245,11.034289360046387,7.393082141876221,4.800898551940918
Barack Obama,0,10.177988052368164,0.037155487,7.066745,28.22021,2.8590517112170684,2.9221035563649247,10.681136131286621,6.927633762359619,5.0986714363098145
George Carlin,1,10.606437683105469,0.04312596,6.0007486,23.162249,2.768964695217108,2.744380262752919,11.045183181762695,7.541669845581055,4.802811145782471
FDR,0,4.885871410369873,0.28428042,7.2927127,30.922369,2.713361760917491,2.59040652309964,10.694075584411621,5.108270645141602,5.015646457672119
Bill Clinton,0,3.4609551429748535,0.026575992,-7.0733967,52.21944,2.4428280416086032,2.5084098088990814,9.872662544250488,4.095224380493164,3.1065495014190674
JFK,1,5.154604911804199,0.06056206,8.027342,37.88005,2.8371629908331486,2.8545259233167686,10.681236267089844,6.064915657043457,4.356539726257324
Richard Nixon,1,8.242055892944336,0.09348869,3.015197,25.743298,2.7458621788981654,2.766011593241255,10.911468505859375,7.742326736450195,5.027203559875488
Donald Trump,1,7.746950149536133,0.07787747,7.288089,33.46708,2.7837186174664885,2.7899755970782083,10.47363567352295,6.020188331604004,4.690313816070557
Christopher Hitchens,1,8.482202529907227,0.043102775,2.2681386,25.879457,2.7087112002601526,2.8502652422655097,10.998956680297852,6.686711311340332,4.576337814331055
Ayn Rand,0,8.715806007385254,0.094208315,5.2111855,33.470303,2.7779790349471942,2.848159886769919,10.691400527954102,5.8458781242370605,4.5010905265808105
Barack Obama,0,9.751289367675781,0.03643672,5.046918,27.419466,2.747789935948226,2.6404091932569513,10.911645889282227,6.190262794494629,4.7674713134765625
Donald Trump,0,8.861881256103516,0.06166031,7.695981,32.276897,2.766804971800644,2.7071205045653586,10.816547393798828,6.54887580871582,4.678832530975342
Richard Nixon,0,2.722579002380371,0.04572384,-2.245816,55.795017,2.287925396680217,2.3007759275043287,9.552661895751953,2.7636024951934814,3.2011969089508057
Ronald Reagan,1,6.071311950683594,0.044378053,3.7470438,26.150055,2.7017676508150763,2.804520738411822,10.715560913085938,6.5519914627075195,4.988736152648926
Donald Trump,0,4.9075026512146,0.015725942,-1.8862743,47.08159,2.583233143180814,2.613243307751707,10.231335639953613,4.2038798332214355,3.541313409805298
Alec Guinness,0,4.274048805236816,0.03877276,4.946975,27.030804,2.653269125842568,2.713319807880469,10.786620140075684,7.831049919128418,5.877998352050781
Barack Obama,0,2.7982378005981445,0.027927084,-10.252607,57.829475,2.1864705606001897,2.2785125882683497,9.63913345336914,3.4214775562286377,2.6589717864990234
Alec Guinness,0,5.813653945922852,0.025985982,-3.004495,36.777653,2.7590460647613937,2.7434812226282776,10.516613006591797,4.809588432312012,4.051929473876953
Alan Watts,1,5.065426349639893,0.027081281,5.4594793,25.560396,2.8428612927869326,2.810278299853767,10.87179946899414,7.272492408752441,5.169711589813232
Robert Kardashian,0,6.418656349182129,0.035093017,6.226516,29.84892,2.5131322227934048,2.766163127547748,10.965646743774414,6.217729091644287,4.5920796394348145
Ayn Rand,1,9.034095764160156,0.031224051,5.9259863,29.677082,2.5388182943232946,2.7266496773963365,10.838690757751465,6.626544952392578,4.376239776611328
Arnold Schwarzenegger,0,6.099332809448242,0.012542235,5.2200365,25.022875,2.7268160435710525,2.7287569484215646,11.278128623962402,7.34547233581543,5.275840759277344
Alec Guinness,1,6.035656929016113,0.022081515,1.9542298,29.025137,2.731895703927232,2.6947054092332268,10.796354293823242,7.011691570281982,4.938963890075684
Louis Farrakhan,1,4.117682933807373,0.052539725,3.531321,41.597572,2.6070531527977403,2.5358465165295154,10.43515396118164,3.8105735778808594,2.474081516265869
Alan Watts,1,2.7107901573181152,0.03396713,-5.334582,48.114006,2.532675428357821,2.4945772992723576,10.015883445739746,3.875288724899292,2.9478888511657715
Bill Clinton,0,4.351827144622803,0.044917412,6.480041,26.695227,2.901761631521226,2.898231904951125,11.066752433776855,6.688385963439941,5.470476150512695
Norm MacDonald,0,4.9313459396362305,0.036729146,-12.817432,68.82205,2.136255825402668,2.0522994423125205,8.737442016601562,2.3421547412872314,2.1894240379333496
Christopher Hitchens,0,5.237895488739014,0.09936045,6.6453056,30.641909,2.8625927101940434,2.7463784998634657,10.813678741455078,6.751550674438477,5.536611080169678
Barack Obama,0,3.5666632652282715,0.024255203,-7.229731,56.870396,2.4603465954936703,2.526044518338446,9.737642288208008,3.9997434616088867,3.116966962814331
Ayn Rand,0,4.904092788696289,0.08341971,9.029844,25.164137,2.7334157228200473,2.600709032209534,11.078792572021484,6.982487201690674,5.1509904861450195
Queen Elizabeth II,1,5.750602722167969,0.06072905,9.997904,26.498562,2.7772405030282132,2.6968264686977736,10.556727409362793,6.634171962738037,4.801030158996582
Scarlett Johansson,0,7.167699337005615,0.09739976,7.8683753,23.163177,2.7122342244401807,2.8308209840425373,10.88818073272705,6.921645641326904,4.896000862121582
Alec Guinness,0,2.136012315750122,0.047378212,5.136189,23.045696,2.919877640306864,2.7463384211983963,11.321857452392578,8.102862358093262,5.443588733673096
George W. Bush,1,3.5204403400421143,0.014043832,3.8082,31.402637,2.8753716672705143,2.7329537454226376,10.888503074645996,6.018873691558838,4.336656093597412
Alec Guinness,1,6.861196517944336,0.032391634,4.4994674,25.34169,2.8217963459545947,2.779963969343935,10.818873405456543,6.847456455230713,4.9026641845703125
Bill Burr,0,6.782191276550293,0.06425907,2.8736584,27.875036,2.7541801296749227,2.7925547947099707,10.767765998840332,6.1869306564331055,4.854816913604736
Boris Johnson,0,2.258615493774414,0.04408397,-6.486982,56.17312,2.4191910727198223,2.384439378833157,9.682394981384277,4.05984354019165,3.0010454654693604
Bill Clinton,1,4.942242622375488,0.019247761,3.3705285,42.887676,2.8407367850431835,2.8789071276374254,10.666454315185547,5.0849199295043945,3.949068307876587
Ayn Rand,1,10.294157981872559,0.036409438,8.264446,25.915098,2.746871412235478,2.756606538217815,10.933777809143066,6.956953048706055,4.455156326293945
Alec Guinness,1,7.545338153839111,0.034843642,5.194866,23.679129,2.811336142062547,2.6997879710847252,10.820979118347168,6.892561435699463,4.997209072113037
Ayn Rand,0,3.4544692039489746,0.07540359,8.768888,28.725521,2.7661806907845805,2.723392569819431,10.530373573303223,6.737553596496582,5.355319023132324
Louis Farrakhan,0,5.2803730964660645,0.086328715,-6.6632485,58.302258,2.32532709647971,2.296744516820191,9.565760612487793,2.8341336250305176,2.515500545501709
Alan Watts,1,3.421084403991699,0.008820711,-11.001927,69.410995,1.9171948946098798,1.9824231888156765,8.882216453552246,2.3921914100646973,1.9501978158950806
Norm MacDonald,1,5.126836776733398,0.055841643,-2.9934263,33.40937,2.8098120239701783,2.725590625630025,10.669544219970703,5.057560920715332,3.698768377304077
JFK,0,3.084674596786499,0.03513683,5.7755632,26.039919,2.8488018105339257,2.7826257037470286,11.059465408325195,7.280021667480469,5.198685169219971
Barack Obama,0,0.5093865394592285,0.020349832,-5.683461,50.336773,2.582748550134187,2.603403740609331,9.92761516571045,4.257289409637451,3.2198657989501953
Mark Zuckerberg,1,3.7873141765594482,0.024050217,-0.05381179,64.9605,2.1065288873030834,2.1120893143755035,9.341726303100586,3.1255440711975098,1.8490148782730103
Orson Welles,1,6.085827827453613,0.010565717,-5.366232,45.529495,2.631097893449154,2.6062194654533437,10.079620361328125,4.266692161560059,3.435065507888794
Ronald Reagan,1,4.547946929931641,0.06403299,1.6019261,23.47016,2.7812789949932926,2.6714849447575815,10.730204582214355,7.119110107421875,4.534558296203613
Ronald Reagan,0,7.15056037902832,0.103143536,-0.5305988,29.780428,2.896686924227943,2.9024868018951304,10.640617370605469,6.043023109436035,4.437973976135254
Bill Clinton,0,5.940814018249512,0.049431242,7.8561974,27.45825,2.8584259267789327,2.8685281712829918,10.909310340881348,6.99822998046875,4.922745704650879
Ayn Rand,0,4.878905773162842,0.094067544,11.266454,29.600792,2.6474984363198004,2.8327927992062714,10.563319206237793,6.533877372741699,5.065587520599365
Ayn Rand,0,4.113469123840332,0.06963666,9.681276,26.600105,2.794053037085797,2.7217176449082627,10.869864463806152,7.200401306152344,5.5220417976379395
Barack Obama,0,10.17909049987793,0.113026455,6.9197845,27.801838,2.759645163069531,2.815847328040471,10.63598918914795,6.457620143890381,5.313216686248779
Malcolm X,0,5.836328029632568,0.11243026,6.8277535,31.414074,2.7550743081205207,2.738473119679372,10.837084770202637,6.538230895996094,5.0548930168151855
Bernie Sanders,1,7.010311126708984,0.034819998,2.9279532,26.298859,2.837220328631478,2.7451471597527846,10.918564796447754,7.174655437469482,4.881768226623535
Bernie Sanders,1,8.547975540161133,0.055838726,3.7262647,22.054745,2.7609935927149047,2.7818245461808084,11.15958309173584,7.629305362701416,4.978614807128906
Bernie Sanders,1,9.250835418701172,0.0425847,3.455882,21.525827,2.7838590134010137,2.657151071389466,11.015507698059082,8.062124252319336,5.248414516448975
Bill Clinton,0,7.042319297790527,0.05881692,6.53994,27.495178,2.7737394137623985,2.671333922966227,10.813719749450684,6.0674238204956055,4.857505798339844
Alec Guinness,0,6.524792194366455,0.035098445,1.4496354,39.2843,2.695708707698569,2.6309260414561715,10.23656940460205,4.350502014160156,4.173833847045898
Alec Guinness,1,6.484373569488525,0.030819725,3.0167818,26.97447,2.7954530248867826,2.7537205602501924,11.035364151000977,6.033796787261963,4.5009684562683105
Harry Truman,0,2.8602755069732666,0.036740918,-1.8145292,46.940178,2.566572968805506,2.5774081410206926,10.02653980255127,3.7236061096191406,3.2591066360473633
Arnold Schwarzenegger,1,5.097442626953125,0.04497589,-3.1691294,39.525085,2.6647223747422135,2.6878707808193725,10.45041561126709,5.207155704498291,3.5734305381774902
Alec Guinness,1,6.124440670013428,0.021584718,5.580812,31.186495,2.877615221831232,2.6324423536394375,10.83225154876709,5.8177289962768555,4.746959209442139
Richard Nixon,1,5.351753234863281,0.046528082,-6.3863106,49.574802,2.5456119182892105,2.510888593294606,9.841811180114746,3.8425590991973877,2.7267251014709473
Alec Guinness,0,4.886794090270996,0.015815208,-8.97813,54.925625,2.2092260320017334,2.1623236083845176,9.409621238708496,3.225991725921631,2.788344621658325
Christopher Hitchens,0,1.9256991147994995,0.06903568,2.9337401,31.320766,2.764393004975475,2.673200848379389,10.940991401672363,4.904318332672119,4.336976051330566
Martin Luther King,1,7.728004455566406,0.10234315,6.0080643,32.710434,2.631161716589687,2.7792950547172732,10.625712394714355,6.367031574249268,4.028449058532715
Orson Welles,1,5.915672302246094,0.0062935865,-3.815784,45.17451,2.339701492731585,2.45115154661465,10.162903785705566,3.8324201107025146,2.9364988803863525
Barack Obama,0,1.983493685722351,0.0010391143,-11.240128,92.505356,1.5715828681723485,1.5650685654149703,6.781341552734375,1.1109645366668701,1.6948291063308716
Nelson Mandela,1,7.80319356918335,0.06425813,3.391252,35.63158,2.6994132944810008,2.8550532891196085,10.730846405029297,5.476937770843506,3.593334674835205
Winston Churchill,1,5.456202507019043,0.016063362,5.3038025,31.490513,2.7220658740401156,2.710065232219471,10.506938934326172,6.07797908782959,4.4197998046875
Louis C.K.,1,7.706552028656006,0.018081997,3.6858754,24.689268,2.7541825567383285,2.7215075307255447,10.89478588104248,6.85360860824585,4.79449462890625
Mark Zuckerberg,1,4.942223072052002,0.02013442,4.2428427,63.80079,2.1873918461201023,2.073308111296225,9.455175399780273,3.069471836090088,2.140550136566162
Christopher Hitchens,0,2.910400867462158,0.14638785,6.8585725,25.681063,2.8185407846572597,2.7828623252956577,10.865490913391113,6.805826187133789,5.1075639724731445
Alec Guinness,1,9.274332046508789,0.021411527,4.7058325,27.245914,2.7888616724209534,2.6443779264407254,10.795454978942871,6.4154157638549805,5.095591068267822
Bernie Sanders,0,4.444932460784912,0.05593339,9.153372,30.591581,2.5997418232095297,2.698196823162666,10.9495267868042,6.505297660827637,4.814737796783447
Bill Clinton,1,7.54457950592041,0.024175266,6.3607683,30.96133,2.872616280783792,2.7568826055719993,10.912349700927734,6.917636871337891,4.87347412109375
Kanye West,1,6.25857400894165,0.06575159,1.9738954,39.650116,2.589606343215168,2.618365192727506,10.788130760192871,4.7132954597473145,3.1595072746276855
Tucker Carlson,1,7.857201099395752,0.0258182,2.6101203,20.066618,2.8297993183962467,2.7563496178808617,11.14057445526123,7.913409233093262,5.272209644317627
Donald Trump,0,8.316938400268555,0.098821305,4.4841957,26.565033,2.7520186866661844,2.745243162395176,10.984292030334473,7.1935319900512695,4.826763153076172
Arnold Schwarzenegger,0,2.823453903198242,0.01039851,0.27547288,36.295288,2.8785717050201893,2.8350671446826543,10.683394432067871,5.707838535308838,4.294455528259277
Ronald Reagan,1,5.678509712219238,0.064832225,2.8682156,26.549303,2.7177512622873117,2.654929462452161,10.481269836425781,7.026054382324219,5.177543640136719
Donald Trump,0,5.083939552307129,0.049853288,5.952667,26.693474,2.73082384618522,2.615558460635802,10.675325393676758,6.99298095703125,4.927007675170898
Alec Guinness,1,6.371284484863281,0.03403789,3.6326175,26.226301,2.742668131095397,2.6331708013475366,10.958656311035156,6.981297492980957,5.0597429275512695
Alan Watts,0,1.8204878568649292,0.0010113483,-7.323004,95.83334,1.7973947497568246,1.6952947862423382,7.284448146820068,1.4465909004211426,1.7209160327911377
Ronald Reagan,0,8.108904838562012,0.101694986,4.657185,25.437563,2.8353526606069663,2.866338794131273,10.804359436035156,7.194886207580566,5.252615928649902
JFK,1,4.004397392272949,0.022882149,7.0129743,30.61587,2.901742389173402,2.8463856486161254,10.973414421081543,6.435522079467773,4.445013523101807
Alec Guinness,0,1.0879571437835693,0.06544517,2.0536113,27.676908,2.789407173906125,2.82869609519067,10.712101936340332,5.369421005249023,4.264225482940674
Donald Trump,0,8.836589813232422,0.04477875,4.367277,23.728508,2.8110455213847376,2.706417556692649,10.769852638244629,6.8277907371521,4.899814128875732
Bernie Sanders,0,2.2190213203430176,0.06093969,-1.2651441,39.81404,2.667470995589621,2.680500609051863,10.272307395935059,4.365866184234619,3.5711188316345215
Queen Elizabeth II,1,4.353119373321533,0.02388647,1.7700899,38.03858,2.55462700948794,2.7056204936019883,10.418021202087402,4.83370304107666,3.36515736579895
Bill Clinton,0,2.1607015132904053,0.030874074,-2.7250326,47.335148,2.629485109111464,2.655442431948638,9.928937911987305,4.160242080688477,3.6676087379455566
Ayn Rand,1,10.484935760498047,0.03697577,7.6454973,25.56511,2.697728091267902,2.6987789807513654,11.155588150024414,7.128700256347656,4.612608909606934
Bernie Sanders,0,6.766834259033203,0.039450396,1.3267579,28.40055,2.8490885827357095,2.8376010964396015,10.800338745117188,6.903842449188232,4.911659240722656
Bernie Sanders,1,6.751405715942383,0.040302165,1.2535723,23.71762,2.855726695419354,2.701269201090955,10.951748847961426,7.245965003967285,4.708962917327881
Richard Nixon,0,3.100125789642334,0.040146645,-7.878037,66.87248,2.273126597505578,2.3682471493376065,8.658869743347168,2.227372646331787,2.914902448654175
Arnold Schwarzenegger,0,3.91912579536438,0.0077637383,-12.048649,64.12407,2.119210116945153,2.2273456304343124,9.070971488952637,3.048295736312866,2.5254135131835938
Barack Obama,0,4.930679798126221,0.034649763,-2.4166484,37.511353,2.8364857480743506,2.7706371465321573,10.437480926513672,5.322005271911621,3.8608782291412354
Alec Guinness,1,6.352015972137451,0.02512801,1.2762103,33.461227,2.515122523611537,2.6478520727094543,10.617992401123047,4.989377498626709,4.1608147621154785
Christopher Hitchens,1,6.392950534820557,0.048845597,1.2361884,24.288,2.605055370001965,2.7611969537690957,10.894007682800293,7.273218154907227,4.438654899597168
Mark Zuckerberg,0,3.760322332382202,0.08652936,4.287373,26.389698,2.657010826881044,2.736450530014395,10.858658790588379,7.495630264282227,5.252171516418457
Bernie Sanders,0,3.871311902999878,0.07135838,5.5618854,25.124142,2.7979270231475275,2.6896820765330367,11.031817436218262,6.965225696563721,4.964546203613281
Alec Guinness,1,6.420555591583252,0.04292212,5.5821705,23.045738,2.7646718761317803,2.742615803336245,11.074941635131836,7.695921421051025,5.171865463256836
Donald Trump,0,4.878660202026367,0.039273627,6.4716253,24.902588,2.8139772036275255,2.7443445233676202,10.524473190307617,6.748195648193359,5.142126560211182
Boris Johnson,0,3.070678234100342,0.025675397,-12.71908,85.75376,1.6582629151769117,1.696741372566037,7.805771350860596,1.7919162511825562,1.4710338115692139
Richard Nixon,0,3.5680041313171387,0.08689743,-1.1434865,36.604996,2.829190230642379,2.8348912596511577,10.224733352661133,4.675065517425537,3.707223415374756
Ronald Reagan,0,2.518671751022339,0.11684122,5.136506,23.39164,2.806850622241439,2.695017597231535,10.563774108886719,7.278892517089844,5.247962474822998
Alec Guinness,1,7.61729097366333,0.032509346,5.0629025,27.237114,2.702253416983017,2.7549788874647576,10.852750778198242,6.801141262054443,5.115684509277344
Alec Guinness,0,3.9739768505096436,0.018539602,-15.837641,62.093067,2.0870090326951956,2.1761210058906983,9.217090606689453,3.52695894241333,2.298820734024048
Barack Obama,0,6.838305473327637,0.036996875,-1.0836893,35.0365,2.814919067093777,2.8355559409049653,10.639666557312012,5.476072788238525,3.9802777767181396
Alec Guinness,1,6.968910217285156,0.03306005,6.0284376,25.847233,2.770942828843999,2.7800554501873953,10.454920768737793,6.499701499938965,5.199218273162842
Ayn Rand,1,6.076969623565674,0.030523388,8.466948,28.811604,2.740038240901334,2.7160400707451164,10.470844268798828,7.130760192871094,4.94342041015625
Boris Johnson,1,8.396944046020508,0.07212834,8.433489,28.959198,2.800770644487946,2.8011611604233773,10.906664848327637,6.9074015617370605,4.48035192489624
Donald Trump,0,1.0337574481964111,0.053894848,6.281584,35.73839,2.7839925286243665,2.887118553237682,10.543205261230469,5.661673545837402,4.85708475112915
Ayn Rand,1,3.285693645477295,0.029902758,6.73028,23.39344,2.7110450123916343,2.8071046329867597,11.076687812805176,7.331679821014404,4.564489364624023
Barack Obama,0,2.2745401859283447,0.017492387,-4.9161925,44.867443,2.6664486971574513,2.6835321865121635,10.284387588500977,4.801962852478027,3.7719438076019287
Alec Guinness,0,3.8973519802093506,0.021084059,-5.05587,51.119186,2.508749919809635,2.5597501975717596,9.878134727478027,3.64044189453125,3.694042682647705
Bernie Sanders,1,6.34505033493042,0.029692693,1.9006029,22.100784,2.7371448775783125,2.6940295983448177,10.984070777893066,7.584810733795166,5.3598713874816895
Bernie Sanders,0,5.2017011642456055,0.06870018,6.5819407,31.141335,2.6525334085363124,2.677102580656774,10.881322860717773,6.155083179473877,4.955016136169434
Donald Trump,0,5.357470989227295,0.049460147,5.5574884,25.814573,2.6989603791454604,2.6700613805771045,10.537212371826172,6.2445759773254395,4.6946330070495605
Donald Trump,0,6.974254608154297,0.102853514,2.7205586,29.420702,2.821965185113588,2.806944056884738,10.992341995239258,6.737186908721924,4.624293327331543
Bernie Sanders,1,7.691246509552002,0.049247302,2.0862982,24.01088,2.643212439993227,2.7084084866305576,10.682518005371094,7.456199645996094,5.415904998779297
Frank Sinatra,1,4.921097278594971,0.045284014,6.8870087,49.912037,2.402106733765318,2.359973881704461,10.204496383666992,3.3670051097869873,3.340636730194092
Ronald Reagan,1,6.78417444229126,0.02529855,2.6728325,24.074537,2.7936464238961083,2.7979830431751083,10.607666969299316,7.9170002937316895,5.227177143096924
JFK,1,7.257624626159668,0.057978537,7.9035125,31.162987,2.85799665672671,2.7947358441774446,10.761810302734375,5.814798831939697,4.189204692840576
Alec Guinness,0,3.555973529815674,0.037832867,6.295582,31.055662,2.780869174177639,2.8073201178599545,10.76377010345459,5.898690700531006,4.9533867835998535
Christopher Hitchens,0,5.5724663734436035,0.12876542,4.797459,25.00613,2.7295067099630868,2.895127918156653,10.832023620605469,7.961435794830322,5.657474994659424
Bill Clinton,0,7.716779708862305,0.042753786,6.551317,25.93173,2.6215537362470838,2.83051637925404,10.5720853805542,6.667962074279785,5.17063045501709
William F. Buckley,1,2.725027322769165,0.028832441,-2.3351905,45.395184,2.588875272742609,2.699121108746221,10.39254093170166,4.655694961547852,3.4861552715301514
Alec Guinness,1,10.198247909545898,0.023021333,3.5382032,26.336613,2.8492056446453877,2.797548197152771,10.670857429504395,6.883365631103516,4.798116207122803
Alec Guinness,1,8.137145042419434,0.03393373,4.6855106,29.796827,2.543711051456452,2.7186147121566235,10.585458755493164,5.9477219581604,5.012848854064941
Ayn Rand,0,4.249288558959961,0.03374298,-11.203886,85.251114,1.6840861358497512,1.7458066404676056,7.3327765464782715,1.3767616748809814,1.7584649324417114
Barack Obama,0,5.7413434982299805,0.060261946,5.735039,29.244377,2.688104741407754,2.7500890665663964,10.772151947021484,7.299808025360107,5.50823974609375
Norm MacDonald,1,7.361125946044922,0.074943975,1.1027057,27.380653,2.6206777564104358,2.6489083035052534,10.72244930267334,7.374724388122559,5.054748058319092
Bernie Sanders,0,8.125480651855469,0.06494386,5.6015453,28.600536,2.5714741335754896,2.5604145219056327,10.887179374694824,6.731454372406006,5.095940113067627
Donald Trump,0,6.599595546722412,0.04123282,5.1972103,29.196161,2.726049600754302,2.755187834155509,10.797220230102539,6.764311790466309,4.997197151184082
Queen Elizabeth II,1,3.994616985321045,0.013870142,-13.663186,82.61613,1.6793681727109138,1.740274403449404,7.863955497741699,1.8073241710662842,1.651818037033081
