group,file_path,start_s,end_s,pair_id,speaker
laugh-spoof,data/in_the_wild/3097.wav,0.0,1.642,,Gilbert Gottfried
laugh-spoof,data/in_the_wild/3127.wav,0.415,3.242,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/3310.wav,0.0,1.9545,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/3349.wav,3.1967,4.9645,,Bill Burr
laugh-spoof,data/in_the_wild/3349.wav,21.2384,23.1758,,Bill Burr
laugh-spoof,data/in_the_wild/3369.wav,1.4399,2.2482,,Martin Luther King
laugh-spoof,data/in_the_wild/3383.wav,0.0,0.5,,John Cleese
laugh-spoof,data/in_the_wild/3383.wav,13.3014,14.075,,John Cleese
laugh-spoof,data/in_the_wild/3486.wav,2.4265,3.4912,,Boris Johnson
laugh-spoof,data/in_the_wild/3486.wav,3.8626,5.5958,,Boris Johnson
laugh-spoof,data/in_the_wild/3486.wav,9.2356,11.8355,,Boris Johnson
laugh-spoof,data/in_the_wild/3514.wav,1.5305,2.5508,,Martin Luther King
laugh-spoof,data/in_the_wild/3748.wav,0.0,0.5,,Bernie Sanders
laugh-spoof,data/in_the_wild/3764.wav,0.8462,2.1577,,Nelson Mandela
laugh-spoof,data/in_the_wild/3775.wav,7.6394,8.6682,,George Carlin
laugh-spoof,data/in_the_wild/3817.wav,0.0,0.5368,,Martin Luther King
laugh-spoof,data/in_the_wild/3918.wav,3.2313,6.0464,,Louis Farrakhan
laugh-spoof,data/in_the_wild/3944.wav,0.0,0.7344,,Kanye West
laugh-spoof,data/in_the_wild/3961.wav,0.0,1.08,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/3987.wav,0.0,1.9545,,2Pac
laugh-spoof,data/in_the_wild/4004.wav,4.7652,7.7734,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/4032.wav,9.1689,9.6689,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/4155.wav,0.0,0.5,,Louis Farrakhan
laugh-spoof,data/in_the_wild/4203.wav,0.0,0.5,,2Pac
laugh-spoof,data/in_the_wild/4203.wav,3.8933,7.4621,,2Pac
laugh-spoof,data/in_the_wild/4220.wav,0.0,0.5,,Boris Johnson
laugh-spoof,data/in_the_wild/4243.wav,0.0,0.7864,,Dave Chappelle
laugh-spoof,data/in_the_wild/4257.wav,0.0,1.4867,,FDR
laugh-spoof,data/in_the_wild/4261.wav,0.0,0.5,,Barack Obama
laugh-spoof,data/in_the_wild/4324.wav,0.0,2.3613,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/4337.wav,0.0,0.6316,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/4337.wav,3.7368,5.6842,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/4353.wav,0.0,0.9122,,Bernie Sanders
laugh-spoof,data/in_the_wild/4360.wav,0.0,0.5,,Ronald Reagan
laugh-spoof,data/in_the_wild/4448.wav,0.0,1.1082,,Scarlett Johansson
laugh-spoof,data/in_the_wild/4448.wav,17.4351,18.0754,,Scarlett Johansson
laugh-spoof,data/in_the_wild/4621.wav,13.5155,14.9601,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/4735.wav,1.3778,3.0656,,Barack Obama
laugh-spoof,data/in_the_wild/4807.wav,3.6198,6.946,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/4807.wav,14.9682,16.827,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/4990.wav,0.0,0.5416,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/5013.wav,10.9074,12.6748,,Louis Farrakhan
laugh-spoof,data/in_the_wild/5032.wav,0.0,0.5093,,Boris Johnson
laugh-spoof,data/in_the_wild/5038.wav,0.0,0.5,,Bernie Sanders
laugh-spoof,data/in_the_wild/5090.wav,0.0,2.5634,,JFK
laugh-spoof,data/in_the_wild/5131.wav,0.0,0.7688,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/5131.wav,10.2171,10.9858,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/5138.wav,1.8206,2.3206,,Martin Luther King
laugh-spoof,data/in_the_wild/5138.wav,5.1701,9.7743,,Martin Luther King
laugh-spoof,data/in_the_wild/5214.wav,0.0,0.5,,Bill Clinton
laugh-spoof,data/in_the_wild/5250.wav,0.0,0.5,,Bernie Sanders
laugh-spoof,data/in_the_wild/5467.wav,0.0,0.5667,,Gilbert Gottfried
laugh-spoof,data/in_the_wild/5471.wav,0.0,1.3176,,Barack Obama
laugh-spoof,data/in_the_wild/5480.wav,0.8511,2.94,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/5486.wav,0.0,2.2308,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/5495.wav,0.0,0.5,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/5518.wav,0.0,0.5,,Bill Burr
laugh-spoof,data/in_the_wild/5532.wav,11.2175,13.1749,,Bill Clinton
laugh-spoof,data/in_the_wild/5562.wav,1.5838,2.3192,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/5597.wav,0.0,0.5414,,Louis Farrakhan
laugh-spoof,data/in_the_wild/5600.wav,0.0,0.5,,Gilbert Gottfried
laugh-spoof,data/in_the_wild/5617.wav,0.0,0.5,,Alec Guinness
laugh-spoof,data/in_the_wild/5622.wav,0.0,0.5,,Orson Welles
laugh-spoof,data/in_the_wild/5655.wav,0.0,0.5,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/5664.wav,0.0,0.6669,,Bob Ross
laugh-spoof,data/in_the_wild/5674.wav,0.0,0.5,,2Pac
laugh-spoof,data/in_the_wild/5980.wav,0.0,4.4708,,Ronald Reagan
laugh-spoof,data/in_the_wild/5999.wav,0.0,0.5,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/5999.wav,4.6277,7.4734,,Mark Zuckerberg
